statement,truth_value,category,source
84 × 30 = 2522,falso,matematicas,generador_masivo
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
"El río Nilo tiene 6,650 km de longitud",verdadero,geografia,variaciones_geograficas
55 - 16 = 46,falso,matematicas,generador_masivo
72² = 5185,falso,matematicas,variaciones_matematicas
6 ÷ 12 = 0,verdadero,matematicas,generador_masivo
112 ÷ 40 = 3,falso,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
La Primera Guerra Mundial duró de 1914 a 1918,verdadero,historia,generador_masivo
177² = 31330,falso,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
40 × 62 = 2480,verdadero,matematicas,variaciones_matematicas
El nitrogeno ebullicion a -186°C,falso,ciencia,generador_masivo
140 ÷ 28 = 5,verdadero,matematicas,variaciones_matematicas
√23409 = 153,verdadero,matematicas,variaciones_matematicas
50 - 30 = 27,falso,matematicas,generador_masivo
79 + 45 = 132,falso,matematicas,variaciones_matematicas
52 + 17 + 47 = 130,falso,matematicas,variaciones_matematicas
41 ÷ 11 = 3,verdadero,matematicas,generador_masivo
133 × 37 = 4934,falso,matematicas,variaciones_matematicas
92 × 47 = 4324,verdadero,matematicas,generador_masivo
103 - 34 = 70,falso,matematicas,variaciones_matematicas
118² = 13936,falso,matematicas,variaciones_matematicas
81² = 6561,verdadero,matematicas,variaciones_matematicas
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
150 - 97 = 65,falso,matematicas,variaciones_matematicas
177 × 26 = 4607,falso,matematicas,variaciones_matematicas
18 × 13 = 243,falso,matematicas,generador_masivo
43 × 49 = 2109,falso,matematicas,generador_masivo
12² = 159,falso,matematicas,variaciones_matematicas
24² = 579,falso,matematicas,variaciones_matematicas
113 + 91 = 206,falso,matematicas,variaciones_matematicas
37² = 1374,falso,matematicas,variaciones_matematicas
√15376 = 134,falso,matematicas,variaciones_matematicas
8 + 43 + 43 = 94,verdadero,matematicas,variaciones_matematicas
113 ÷ 46 = 2,verdadero,matematicas,variaciones_matematicas
23 + 83 + 1 = 108,falso,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
La velocidad del sonido no es 343 m/s,falso,ciencia,ciencia_adicional
132² = 17424,verdadero,matematicas,variaciones_matematicas
87 × 35 = 3045,verdadero,matematicas,generador_masivo
173 ÷ 33 = 10,falso,matematicas,variaciones_matematicas
164 + 77 = 241,verdadero,matematicas,variaciones_matematicas
71 ÷ 39 = 1,verdadero,matematicas,variaciones_matematicas
La edad del universo no es 13.8 mil millonno es de años,falso,ciencia,ciencia_adicional
68 × 16 = 1088,verdadero,matematicas,generador_masivo
132² = 17437,falso,matematicas,variaciones_matematicas
55 - 29 = 30,falso,matematicas,generador_masivo
145 ÷ 17 = 15,falso,matematicas,variaciones_matematicas
77 + 38 = 119,falso,matematicas,generador_masivo
5 - 25 = -20,verdadero,matematicas,generador_masivo
6 × 37 = 222,verdadero,matematicas,generador_masivo
(184 + 34) × 47 = 10246,verdadero,matematicas,variaciones_matematicas
197 + 40 = 237,verdadero,matematicas,variaciones_matematicas
179 + 68 + 4 = 251,verdadero,matematicas,variaciones_matematicas
40 ÷ 2 = 20,verdadero,matematicas,generador_masivo
√10816 = 122,falso,matematicas,variaciones_matematicas
78 - 17 = 67,falso,matematicas,generador_masivo
48 + 43 = 91,verdadero,matematicas,generador_masivo
El asteroide (2023 AE2) tiene un diámetro aproximado de 0.06 km,verdadero,astronomia,nasa
El asteroide (2022 OY78) tiene un diámetro aproximado de 0.03 km,verdadero,astronomia,nasa
√1681 = 41,verdadero,matematicas,variaciones_matematicas
89 + 14 + 24 = 127,verdadero,matematicas,variaciones_matematicas
103 + 91 = 201,falso,matematicas,variaciones_matematicas
146 - 7 = 153,falso,matematicas,variaciones_matematicas
Los humanos no tienen 206 huno esos,falso,ciencia,generador_masivo
(63 + 55) × 3 = 354,verdadero,matematicas,variaciones_matematicas
√9801 = 108,falso,matematicas,variaciones_matematicas
41 × 34 = 1400,falso,matematicas,generador_masivo
101 + 73 = 185,falso,matematicas,variaciones_matematicas
157 + 33 = 190,verdadero,matematicas,variaciones_matematicas
57 ÷ 85 = 7,falso,matematicas,variaciones_matematicas
Buenos Aires es una ciudad de Estados Unidos,falso,geografia,generador_masivo
119 ÷ 58 = 2,verdadero,matematicas,variaciones_matematicas
72² = 5184,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
20 - 65 = -35,falso,matematicas,variaciones_matematicas
78 - 10 = 82,falso,matematicas,variaciones_matematicas
68 ÷ 33 = 2,verdadero,matematicas,generador_masivo
√9216 = 101,falso,matematicas,variaciones_matematicas
48 + 25 = 77,falso,matematicas,generador_masivo
91 ÷ 30 = 5,falso,matematicas,generador_masivo
139 + 62 + 23 = 224,verdadero,matematicas,variaciones_matematicas
56 ÷ 14 = 9,falso,matematicas,generador_masivo
El asteroide 434188 (2003 AD23) tiene un diámetro aproximado de 0.90 km,verdadero,astronomia,nasa
59 ÷ 22 = 5,falso,matematicas,generador_masivo
87 ÷ 21 = 8,falso,matematicas,generador_masivo
√4489 = 83,falso,matematicas,variaciones_matematicas
167 - 46 = 121,verdadero,matematicas,variaciones_matematicas
122² = 14894,falso,matematicas,variaciones_matematicas
El nitrogeno congelacion a -210°C,verdadero,ciencia,generador_masivo
150 + 13 = 175,falso,matematicas,variaciones_matematicas
142 × 19 = 2698,verdadero,matematicas,variaciones_matematicas
Berlín es la capital de Alemania,verdadero,geografia,generador_masivo
124 × 38 = 4712,verdadero,matematicas,variaciones_matematicas
55 × 31 = 1705,verdadero,matematicas,variaciones_matematicas
188² = 35344,verdadero,matematicas,variaciones_matematicas
197 ÷ 80 = 2,verdadero,matematicas,variaciones_matematicas
76 ÷ 28 = 2,verdadero,matematicas,generador_masivo
181 + 26 + 20 = 227,verdadero,matematicas,variaciones_matematicas
155 × 8 = 1246,falso,matematicas,variaciones_matematicas
9 × 38 = 351,falso,matematicas,generador_masivo
175² = 30625,verdadero,matematicas,variaciones_matematicas
87 - 1 = 86,verdadero,matematicas,generador_masivo
21 + 77 + 20 = 133,falso,matematicas,variaciones_matematicas
154 × 84 = 12936,verdadero,matematicas,variaciones_matematicas
18 + 50 = 78,falso,matematicas,variaciones_matematicas
(36 + 62) × 12 = 1176,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
23 ÷ 22 = 1,verdadero,matematicas,generador_masivo
112 + 92 + 19 = 226,falso,matematicas,variaciones_matematicas
121 × 69 = 8367,falso,matematicas,variaciones_matematicas
73 + 37 = 111,falso,matematicas,generador_masivo
27 × 18 = 489,falso,matematicas,variaciones_matematicas
"El Monte Kangchenjunga tiene 8,586 metros de altura",verdadero,geografia,variaciones_geograficas
148 + 61 = 209,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
36 + 43 = 79,verdadero,matematicas,generador_masivo
160 + 53 + 4 = 219,falso,matematicas,variaciones_matematicas
9 ÷ 20 = 0,verdadero,matematicas,generador_masivo
12² = 152,falso,matematicas,variaciones_matematicas
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
132 ÷ 69 = 10,falso,matematicas,variaciones_matematicas
La densidad del oro es 19.32 g/cm³,verdadero,ciencia,variaciones_cientificas
73² = 5329,verdadero,matematicas,variaciones_matematicas
111 + 70 + 16 = 197,verdadero,matematicas,variaciones_matematicas
61 ÷ 81 = 18,falso,matematicas,variaciones_matematicas
26 ÷ 16 = 2,falso,matematicas,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
45 ÷ 19 = 10,falso,matematicas,variaciones_matematicas
115² = 13233,falso,matematicas,variaciones_matematicas
78 × 73 = 5714,falso,matematicas,variaciones_matematicas
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
"La velocidad de la luz es 300,000 km/s",verdadero,ciencia,basico
√4225 = 65,verdadero,matematicas,variaciones_matematicas
(53 + 35) × 15 = 1320,verdadero,matematicas,variaciones_matematicas
"Japón tiene una población de 125,836,021 habitantes",verdadero,geografia,generador_masivo
19 ÷ 49 = 5,falso,matematicas,generador_masivo
La constante de Planck no es 6.626 × 10⁻³⁴ J·s,falso,ciencia,ciencia_adicional
13 × 33 = 436,falso,matematicas,generador_masivo
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
1 × 14 = 19,falso,matematicas,variaciones_matematicas
6² = 36,verdadero,matematicas,variaciones_matematicas
78 × 48 = 3752,falso,matematicas,generador_masivo
Un byte no tiene 8 bits,falso,tecnologia,basico
43 - 30 = 13,verdadero,matematicas,generador_masivo
152 + 85 = 257,falso,matematicas,variaciones_matematicas
90 + 42 = 142,falso,matematicas,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
√2209 = 52,falso,matematicas,variaciones_matematicas
(80 + 49) × 38 = 4910,falso,matematicas,variaciones_matematicas
"Sudáfrica tiene una población de 59,308,690 habitantes",verdadero,geografia,generador_masivo
88 + 76 + 15 = 179,verdadero,matematicas,variaciones_matematicas
113 ÷ 16 = 7,verdadero,matematicas,variaciones_matematicas
29 - 42 = -13,verdadero,matematicas,generador_masivo
130 ÷ 83 = 1,verdadero,matematicas,variaciones_matematicas
91 - 22 = 79,falso,matematicas,generador_masivo
(38 + 72) × 44 = 4850,falso,matematicas,variaciones_matematicas
√7569 = 87,verdadero,matematicas,variaciones_matematicas
54 ÷ 7 = 7,verdadero,matematicas,generador_masivo
(66 + 12) × 14 = 1092,verdadero,matematicas,variaciones_matematicas
(70 + 28) × 36 = 3528,verdadero,matematicas,variaciones_matematicas
54 × 2 = 112,falso,matematicas,generador_masivo
148 + 1 = 149,verdadero,matematicas,variaciones_matematicas
√5625 = 84,falso,matematicas,variaciones_matematicas
40 + 67 + 20 = 127,verdadero,matematicas,variaciones_matematicas
124 + 55 = 179,verdadero,matematicas,variaciones_matematicas
√4624 = 88,falso,matematicas,variaciones_matematicas
El mercurio congelacion a -39°C,verdadero,ciencia,generador_masivo
44 + 50 = 98,falso,matematicas,generador_masivo
8 + 47 = 57,falso,matematicas,generador_masivo
47 × 32 = 1510,falso,matematicas,generador_masivo
El asteroide 304640 (2006 WW1) tiene un diámetro aproximado de 0.87 km,verdadero,astronomia,nasa
30 × 39 = 1170,verdadero,matematicas,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
5 × 38 = 190,verdadero,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
79 - 29 = 50,verdadero,matematicas,generador_masivo
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
4 + 11 = 15,verdadero,matematicas,variaciones_matematicas
139² = 19321,verdadero,matematicas,variaciones_matematicas
21 - 21 = 1,falso,matematicas,generador_masivo
"Rusia tiene una población de 144,104,080 habitantes",verdadero,geografia,generador_masivo
La fórmula del área de un círculo no es πr²,falso,matematicas,matematicas_adicional
Un cuadrado tiene 4 lados igualno es,falso,matematicas,matematicas_adicional
(95 + 23) × 31 = 3659,falso,matematicas,variaciones_matematicas
38 + 87 + 31 = 156,verdadero,matematicas,variaciones_matematicas
34 - 40 = -3,falso,matematicas,generador_masivo
168² = 28241,falso,matematicas,variaciones_matematicas
(37 + 80) × 13 = 1527,falso,matematicas,variaciones_matematicas
199 + 86 + 6 = 291,verdadero,matematicas,variaciones_matematicas
60 + 89 + 12 = 169,falso,matematicas,variaciones_matematicas
133² = 17690,falso,matematicas,variaciones_matematicas
(182 + 97) × 8 = 2232,verdadero,matematicas,variaciones_matematicas
79 × 37 = 2923,verdadero,matematicas,generador_masivo
Python es un lenguaje interpretado,verdadero,tecnologia,generador_masivo
85 - 20 = 67,falso,matematicas,generador_masivo
155 + 3 = 158,verdadero,matematicas,variaciones_matematicas
10 × 36 = 360,verdadero,matematicas,generador_masivo
173 ÷ 18 = 9,verdadero,matematicas,variaciones_matematicas
166 + 78 + 25 = 269,verdadero,matematicas,variaciones_matematicas
13 × 11 = 143,verdadero,matematicas,variaciones_matematicas
54 ÷ 7 = 17,falso,matematicas,generador_masivo
10 × 28 = 288,falso,matematicas,generador_masivo
16 ÷ 6 = 2,verdadero,matematicas,generador_masivo
23 ÷ 28 = 0,verdadero,matematicas,generador_masivo
(119 + 94) × 38 = 8094,verdadero,matematicas,variaciones_matematicas
78 × 48 = 3744,verdadero,matematicas,generador_masivo
39 + 12 + 40 = 91,verdadero,matematicas,variaciones_matematicas
43 + 45 = 88,verdadero,matematicas,generador_masivo
45 + 88 = 136,falso,matematicas,variaciones_matematicas
35 + 33 = 75,falso,matematicas,generador_masivo
WiFi permite conexión inalámbrica a internet,falso,tecnologia,basico
25 - 20 = 21,falso,matematicas,variaciones_matematicas
195 - 3 = 206,falso,matematicas,variaciones_matematicas
153 + 45 = 198,verdadero,matematicas,variaciones_matematicas
167 × 93 = 15531,verdadero,matematicas,variaciones_matematicas
(55 + 64) × 2 = 238,verdadero,matematicas,variaciones_matematicas
77 × 33 = 2549,falso,matematicas,variaciones_matematicas
6 - 18 = -10,falso,matematicas,generador_masivo
20 - 40 = -20,verdadero,matematicas,generador_masivo
106 × 41 = 4364,falso,matematicas,variaciones_matematicas
197 ÷ 80 = 6,falso,matematicas,variaciones_matematicas
(8 + 64) × 39 = 2808,verdadero,matematicas,variaciones_matematicas
√2601 = 51,verdadero,matematicas,variaciones_matematicas
140 + 76 = 220,falso,matematicas,variaciones_matematicas
169² = 28562,falso,matematicas,variaciones_matematicas
√4356 = 75,falso,matematicas,variaciones_matematicas
La gravedad atrae los objetos hacia la Tierra,falso,ciencia,basico
6 - 93 = -87,verdadero,matematicas,variaciones_matematicas
Berlín no es la capital de Alemania,falso,geografia,generador_masivo
47 + 36 = 96,falso,matematicas,variaciones_matematicas
173 - 11 = 162,verdadero,matematicas,variaciones_matematicas
59 + 30 = 89,verdadero,matematicas,generador_masivo
Python es un lenguaje de programación,verdadero,tecnologia,basico
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
14 - 16 = -2,verdadero,matematicas,generador_masivo
23 × 4 = 102,falso,matematicas,generador_masivo
114² = 13013,falso,matematicas,variaciones_matematicas
(135 + 87) × 49 = 10888,falso,matematicas,variaciones_matematicas
55 + 38 + 38 = 131,verdadero,matematicas,variaciones_matematicas
√1764 = 42,verdadero,matematicas,variaciones_matematicas
(144 + 37) × 16 = 2903,falso,matematicas,variaciones_matematicas
El asteroide (2021 SG2) tiene un diámetro aproximado de 0.05 km,verdadero,astronomia,nasa
143 + 88 + 39 = 270,verdadero,matematicas,variaciones_matematicas
40 × 31 = 1240,verdadero,matematicas,generador_masivo
12 × 12 = 145,falso,matematicas,basico
(61 + 94) × 48 = 7449,falso,matematicas,variaciones_matematicas
La Revolución Francno esa comenzó en 1789,falso,historia,basico
103² = 10609,verdadero,matematicas,variaciones_matematicas
65 ÷ 44 = 1,verdadero,matematicas,generador_masivo
75 + 53 = 128,verdadero,matematicas,variaciones_matematicas
199 + 92 = 291,verdadero,matematicas,variaciones_matematicas
100 ÷ 12 = 11,falso,matematicas,generador_masivo
176 + 90 + 15 = 296,falso,matematicas,variaciones_matematicas
152 ÷ 18 = 17,falso,matematicas,variaciones_matematicas
199 - 22 = 193,falso,matematicas,variaciones_matematicas
20 - 65 = -45,verdadero,matematicas,variaciones_matematicas
El asteroide (2012 SD22) tiene un diámetro aproximado de 0.58 km,verdadero,astronomia,nasa
11 ÷ 70 = 0,verdadero,matematicas,variaciones_matematicas
París no es la capital de Francia,falso,geografia,generador_masivo
99 + 100 = 199,verdadero,matematicas,variaciones_matematicas
8 + 30 = 38,verdadero,matematicas,generador_masivo
(53 + 35) × 15 = 1332,falso,matematicas,variaciones_matematicas
117 + 31 = 155,falso,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
La densidad del zinc es 7.14 g/cm³,verdadero,ciencia,variaciones_cientificas
41 - 17 = 31,falso,matematicas,generador_masivo
Un cuadrado tiene 4 lados iguales,verdadero,matematicas,matematicas_adicional
128 + 46 + 31 = 209,falso,matematicas,variaciones_matematicas
169 + 10 = 179,verdadero,matematicas,variaciones_matematicas
SQL es un lenguaje de consulta de bases de datos,verdadero,tecnologia,tecnologia_adicional
Nueva Delhi no es la capital de India,falso,geografia,basico
40 × 62 = 2490,falso,matematicas,variaciones_matematicas
80 + 19 = 107,falso,matematicas,generador_masivo
180 + 46 + 12 = 238,verdadero,matematicas,variaciones_matematicas
